key,accessibility
4558850,0.2734285711289062
2237769,0.2734285711289062
1799120,0.24999999035535472
4614092,0.21153846242376106
9216391,0.22500000164694778
6509779,0.2181818159779075
8033599,0.25585365867469284
1488053,0.2181818159779075
9937387,0.21153846242376106
7114122,0.21153846242376106
7091374,0.38333333205466436
2896176,0.25464285948095444
5322987,0.21153846242376106
7096020,0.25585365867469284
1000000,0.2734285711289062
8238918,0.2734285711289062
4266522,0.25464285948095444
6197243,0.25464285948095444
8394738,0.2966666679552393
3818400,0.24999999035535472
6596257,0.25585365867469284
2211716,0.2734285711289062
4296813,0.38333333205466436
8683473,0.2734285711289062
6482790,0.2734285711289062
6852505,0.25585365867469284
3590127,0.25464285948095444
6098037,0.25464285948095444
6184514,0.21153846242376106
9008639,0.2966666679552393
8688620,0.25585365867469284
7023703,0.25464285948095444
4981819,0.22500000164694778
9908721,0.21153846242376106
6081071,0.2734285711289062
5590133,0.2734285711289062
9714586,0.25464285948095444
2167064,0.2966666679552393
2062010,0.21153846242376106
4379552,0.25464285948095444
4124860,0.21153846242376106
3141592,0.24999999035535472
8503795,0.25585365867469284
4448913,0.25585365867469284
1592381,0.2966666679552393
4179309,0.2966666679552393
4565537,0.2966666679552393
6706598,0.2966666679552393
1382389,0.2181818159779075
1408058,0.2734285711289062
8092359,0.22500000164694778
8442249,0.2734285711289062
2277801,0.2734285711289062
1878070,0.2181818159779075
6808057,0.25585365867469284
1947449,0.24999999035535472
1303906,0.2181818159779075
1162360,0.25585365867469284
7556665,0.25464285948095444
3954882,0.25464285948095444
8926492,0.2966666679552393
8203595,0.25464285948095444
2790297,0.2966666679552393
8731710,0.25585365867469284
8264223,0.2966666679552393
3456114,0.25585365867469284
9660022,0.25585365867469284
6693574,0.25585365867469284
9149470,0.2734285711289062
9318514,0.21153846242376106
9324336,0.25464285948095444
6825484,0.2734285711289062
9072906,0.2734285711289062
1770521,0.2734285711289062
5554727,0.25585365867469284
4809815,0.24999999035535472
7526324,0.21153846242376106
3305912,0.2734285711289062
2430066,0.25464285948095444
9366464,0.25464285948095444
5808228,0.25585365867469284
7687030,0.2181818159779075
3469378,0.2966666679552393
4704256,0.2966666679552393
8321894,0.2734285711289062
3943506,0.2966666679552393
8832605,0.21153846242376106
1645485,0.25585365867469284
4894697,0.2181818159779075
8344539,0.25585365867469284
9999999,0.25464285948095444
9081214,0.25464285948095444
5188388,0.38333333205466436
1942393,0.25585365867469284
1572120,0.25464285948095444
4877086,0.25585365867469284
9364041,0.25464285948095444
4708863,0.38333333205466436
2055368,0.2181818159779075
5534113,0.25585365867469284
3192099,0.38333333205466436
3699502,0.21153846242376106
2735499,0.25464285948095444
1718657,0.25585365867469284
3141417,0.25585365867469284
8631548,0.22500000164694778
1432113,0.2734285711289062
2095681,0.2966666679552393
9212950,0.21153846242376106
8827573,0.21153846242376106
4150284,0.2181818159779075
6613330,0.21153846242376106
4387026,0.25585365867469284
8253550,0.21153846242376106
1934228,0.25585365867469284
4151544,0.25585365867469284
5940465,0.21153846242376106
4688012,0.25585365867469284
6826029,0.2966666679552393
1638604,0.2734285711289062
6613428,0.2734285711289062
2565076,0.21153846242376106
4286250,0.21153846242376106
8125168,0.24999999035535472
7154873,0.2966666679552393
5262759,0.2734285711289062
6301585,0.25585365867469284
6553978,0.24999999035535472
8550768,0.25585365867469284
5914292,0.2734285711289062
2300257,0.2734285711289062
6204657,0.2734285711289062
5665663,0.24999999035535472
5675880,0.38333333205466436
8061754,0.24999999035535472
2715253,0.38333333205466436
7265395,0.21153846242376106
3491470,0.24999999035535472
1017771,0.25464285948095444
8364626,0.25585365867469284
1093640,0.2734285711289062
2742452,0.38333333205466436
8557562,0.2734285711289062
6378359,0.25464285948095444
3352474,0.2966666679552393
4940907,0.25464285948095444
8731971,0.2966666679552393
1668223,0.21153846242376106
3149232,0.2734285711289062
5881028,0.2966666679552393
8779876,0.21153846242376106
6925988,0.22500000164694778
5092652,0.21153846242376106
5319204,0.25585365867469284
5947957,0.25585365867469284
3561421,0.2966666679552393
4748214,0.25585365867469284
7806284,0.25585365867469284
9924423,0.2966666679552393
4290333,0.21153846242376106
2850593,0.25464285948095444
5977626,0.25464285948095444
8159356,0.25585365867469284
3136036,0.2966666679552393
2360432,0.25464285948095444
2526437,0.25464285948095444
8979931,0.21153846242376106
9303608,0.2966666679552393
3920096,0.2181818159779075
5920481,0.25464285948095444
8750692,0.2966666679552393
9414706,0.2966666679552393
5881647,0.25585365867469284
1129748,0.25585365867469284
4306710,0.2734285711289062
8724324,0.25585365867469284
3151646,0.25464285948095444
1288934,0.2734285711289062
9765530,0.2966666679552393
5585829,0.2734285711289062
6778219,0.2966666679552393
2352669,0.25585365867469284
4522866,0.25585365867469284
3950821,0.2966666679552393
8081693,0.25585365867469284
4101229,0.2734285711289062
3136729,0.38333333205466436
3621244,0.2966666679552393
1505028,0.2734285711289062
5490351,0.25585365867469284
5554174,0.22500000164694778
3646173,0.2966666679552393
2581372,0.21153846242376106
2085321,0.2734285711289062
9026787,0.2181818159779075
6813070,0.2734285711289062
